ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
414,"If you're looking at the television, where would you find the chair?A. above-right
B. left
C. back-down
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B.,B. left,True
415,"Where is the table located compared to the counter from the camera's perspective?A. right
B. above
C. above-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
416,"When positioned at sink facing toilet, where can you find towel?A. right
B. back-left
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,D. front,False
417,"With the camera's viewpoint as the front, which direction is the man wearing the black helmet facing in the image?A. front
B. front-right
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
418,"Picture yourself as the man; which way are you looking in the scene?A. right
B. front-left
C. front-right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-left,B. front-left,True
419,"Taking the camera lens as the front, what direction is the cat looking toward?A. back
B. left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,D. front-right,False
420,"Where is the whiteboard in relation to the box?A. right
B. front-left
C. above-left
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
421,"Where is the table in relation to the whiteboard?A. back-down
B. left
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front,C. right,False
422,"Suppose you are in the horse’s position, what direction are you facing?A. left
B. back-right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
423,"If you're looking at the sink, where would you find the cabinet?A. back
B. down
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back,B. down,False
424,"Where is the pillow located compared to the window from the camera's perspective?A. front-right
B. down-left
C. back-down
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down-left,B. down-left,True
425,"With the camera's viewpoint as the front, which direction is the dog facing in the image?A. back-left
B. left
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. right,D. right,True
426,"Where is the picture located compared to the window from the camera's perspective?A. front-up
B. front-right
C. above-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-right,B. front-right,True
427,"If you stand at chair facing curtain, where is window?A. right
B. left
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,C. front,False
428,"Imagine standing at lamp looking towards pillow, where is window?A. right
B. back-right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-left,D. front-left,True
429,"Which hand does the girl use to hold the banana?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
430,"As the three giraffe in the photo, in which direction are you facing?A. back-right
B. back
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
431,"Could you tell me the location of the cabinet in comparison to the television?A. front-left
B. left
C. down
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
432,"With the camera's viewpoint as the front, which direction is the man wearing a hat facing in the image?A. front-left
B. front-right
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
433,"Where is the dresser located compared to the picture from the camera's perspective?A. front
B. front-left
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
434,"Imagine you're the woman in this image — which direction are you facing?A. right
B. back-right
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
435,"Where is the cabinet located compared to the toilet from the camera's perspective?A. above-right
B. back-down
C. front
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
436,"Suppose you are in the boy’s position, what direction are you facing?A. back-left
B. back-right
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
437,"Taking the camera lens as the front, what direction is the woman looking toward?A. back-right
B. back-left
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,A. back-right,True
438,"Could you tell me the location of the picture in comparison to the sink?A. front-right
B. down
C. front
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. above,D. above,True
439,"Could you tell me the location of the shelves in comparison to the picture?A. right
B. above-right
C. down-left
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,D. front-down,False
440,"As the woman in the photo, in which direction are you facing?A. front
B. right
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
441,"Where is the window in relation to the shelves?A. down
B. down-right
C. left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,D. front-up,False
442,"From the perspective of this zebra, where is the small river located?A. right
B. back
C. front-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,A. right,A. right,True
443,"When positioned at desk facing shelves, where can you find pillow?A. front-right
B. back
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. left,B. back,False
444,"As the man in green clothes in the photo, in which direction are you facing?A. right
B. front
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B.,B. front,True
445,"Where is the sink located compared to the mirror from the camera's perspective?A. above
B. back-left
C. down
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
446,"From this man's perspective, where is the giraffe located?A. front
B. back
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. right,A. front,False
447,"Could you tell me the location of the chair in comparison to the cabinet?A. above
B. front-right
C. back
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. back,C. back,True
448,"Can you describe the position of the desk relative to the chair?A. back-left
B. above
C. back
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
449,"Imagine standing at window looking towards counter, where is refrigerator?A. back
B. front-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
450,"Where is the sofa in relation to the pillow?A. back-down
B. front
C. down-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
451,"From the perspective of the man, where is the suitcase?A. front-right
B. back-right
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-left,A. front-right,False
452,"Imagine you're the man in this image — which direction are you facing?A. back-left
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
453,"Which hand does this woman use to hold the spoon?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
454,"Suppose you are in the girl’s position, what direction are you facing?A. right
B. back-right
C. front
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
455,"Imagine standing at sink looking towards shelves, where is window?A. front-right
B. left
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B.,C. back-right,False
456,"Taking the camera's viewpoint as the front, which way is the woman holding the racket facing in the image?A. back-left
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,D. front,False
457,"Standing at floor mat, gazing at bookshelf, where should sofa be?A. right
B. back
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,A. right,True
458,"Where is the refrigerator in relation to the cabinet?A. down-right
B. front
C. left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
459,"Considering the camera's perspective as the front, what direction is the woman facing within the picture?A. back-right
B. left
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,B. left,True
460,"How is the blinds positioned with respect to the shelves?A. right
B. back-down
C. above-left
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,C. above-left,False
461,"Can you describe the position of the picture relative to the cabinet?A. above
B. front-down
C. down-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,A. above,False
462,"Taking the camera lens as the front, what direction is the man looking toward?A. front
B. back-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,B. back-right,True
463,"If you stand at bag facing cabinet, where is window?A. front
B. back-left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. right,B. back-left,False
464,"Standing at window, gazing at towel, where should door be?A. back
B. left
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
465,"Can you describe the position of the shelves relative to the desk?A. above
B. down
C. front-down
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. above,A. above,True
466,"Could you tell me the location of the sofa in comparison to the box?A. back-up
B. right
C. front-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B.,B. right,True
467,"With the camera's viewpoint as the front, which direction is the man facing in the image?A. front-right
B. left
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,B. left,True
468,"Standing at sink, gazing at clothes, where should refrigerator be?A. back
B. front
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,D. right,False
469,"From the perspective of the woman, where is the pizza located?A. front
B. back-left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. right,A. front,False
470,"Considering the camera's perspective as the front, what direction is the woman facing within the picture?A. right
B. back
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,D. left,False
471,"When positioned at cabinet facing window, where can you find mirror?A. front-right
B. back-right
C. left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,B. back-right,False
472,"If you're looking at the bed, where would you find the shelves?A. above-right
B. back-down
C. front-up
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. back-down,C. front-up,False
473,"Suppose you are in the man’s position, what direction are you facing?A. back-right
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
474,"How is the door positioned with respect to the clothes?A. down-right
B. front-left
C. front-up
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back,A. down-right,False
475,"If you stand at desk facing chair, where is shelves?A. front-left
B. back-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back-right,B. back-right,True
476,"With the camera's viewpoint as the front, which direction is the man facing in the image?A. right
B. left
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
477,"Taking the camera's viewpoint as the front, which way is the man in blue clothes facing in the image?A. right
B. back-left
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,A. right,True
478,"Standing at shelves, gazing at cabinet, where should door be?A. back-left
B. right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,C. front-left,False
479,"If you stand at bathtub facing toilet, where is towel?A. left
B. right
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,D. front,True
480,"Can you describe the position of the dresser relative to the television?A. left
B. down
C. front-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
481,"Where is the lamp located compared to the refrigerator from the camera's perspective?A. down-left
B. above-right
C. front-up
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down-left,B. above-right,False
482,"If you stand at door facing desk, where is bag?A. right
B. front
C. back-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. right,A. right,True
483,"Can you describe the position of the sink relative to the mirror?A. left
B. down
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
484,"Where is the toilet in relation to the bathtub?A. down-right
B. back-up
C. right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
485,"Taking the camera lens as the front, what direction is the woman looking toward?A. right
B. left
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
486,"Which hand does the man use to hold the cell phone?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
487,"If you're looking at the books, where would you find the sofa?A. front-up
B. left
C. above-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,B. left,True
488,"Which hand is the woman holding the cell phone with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
489,"When positioned at curtain facing refrigerator, where can you find box?A. back-right
B. back
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,D. front-right,False
490,"Taking the camera's viewpoint as the front, which way is the man facing in the image?A. right
B. front-right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-left,D. back-left,True
491,"From this woman's perspective, where is the man positioned?A. left
B. front-right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front-right,B. front-right,True
492,"As the man in white trousers in the photo, in which direction are you facing?A. front-left
B. right
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. right,A. front-left,False
493,"How is the table positioned with respect to the chair?A. front-left
B. down-right
C. front-up
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down-right,D. back-down,False
494,"Taking the camera's viewpoint as the front, which way is the bird facing in the image?A. front
B. back-right
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
495,"Suppose you are in the woman’s position, what direction are you facing?A. front-left
B. front-right
C. back
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,B. front-right,True
496,"Taking the camera lens as the front, what direction is the woman in black looking toward?A. right
B. front-right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. front-left,D. front-left,True
497,"Can you describe the position of the refrigerator relative to the door?A. above
B. down-left
C. down
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back,D. back,True
498,"As the girl in the photo, in which direction are you facing?A. back-left
B. right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-left,D. front-left,True
499,"Where is the toilet in relation to the sink?A. above-right
B. back-left
C. front-right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,C. front-right,True
500,"Imagine standing at bed looking towards table, where is chair?A. back-right
B. front
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
501,"From the perspective of the cat, where is the door located?A. front
B. back-right
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-left,B. back-right,False
502,"Can you describe the position of the door relative to the cabinet?A. back-up
B. front-down
C. above-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-down,C. above-left,False
503,"Which hand is the man holding the donut with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
504,"Where is the cabinet located compared to the lamp from the camera's perspective?A. right
B. down
C. back-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
505,"Could you tell me the location of the desk in comparison to the chair?A. front
B. above-left
C. down-left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-up,A. front,False
506,"Standing at television, gazing at table, where should door be?A. back
B. front
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
507,"When positioned at cabinet facing table, where can you find curtain?A. front
B. back-left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D,A. front,False
508,"Suppose you are in the man’s position, what direction are you facing?A. left
B. back
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
509,"Where is the box located compared to the cabinet from the camera's perspective?A. right
B. front-down
C. down
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
510,"Where is the table in relation to the window?A. down-right
B. front-down
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-left,A. down-right,False
511,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. front-left
B. back-right
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,A. front-left,False
512,"As the girl in the photo, in which direction are you facing?A. back
B. front-left
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
513,"Taking the camera's viewpoint as the front, which way is the woman facing in the image?A. back-left
B. back-right
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,B. back-right,True
514,"If you stand at sofa facing curtain, where is picture?A. back-left
B. front-right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B,C. front-left,False
515,"Where is the table located compared to the cabinet from the camera's perspective?A. above
B. front-down
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-right,C. back-left,False
516,"Imagine you're the zebra in this image — which direction are you facing?A. right
B. back
C. left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. right,A. right,True
517,"Considering the camera's perspective as the front, what direction is the boy in white clothes facing within the picture?A. back-left
B. front-left
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,A. back-left,False
518,"Taking the camera's viewpoint as the front, which way is the man facing in the image?A. left
B. back-right
C. right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
519,"With the camera's viewpoint as the front, which direction is the woman in blue clothes facing in the image?A. back
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. right,A. back,False
520,"If you're looking at the shelves, where would you find the cabinet?A. front-down
B. front
C. right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
521,"Taking the camera lens as the front, what direction is the man in blue-gray clothes looking toward?A. left
B. right
C. front
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,A. left,False
522,"Taking the camera lens as the front, what direction is the woman looking toward?A. front
B. front-right
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
523,"From the perspective of the man in blue clothes, in which direction is the man in white clothes?A. right
B. back-right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,C. left,True
524,"If you stand at door facing shelves, where is blinds?A. front
B. left
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. left,B. left,True
525,"When positioned at sink facing toilet, where can you find mirror?A. right
B. front
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A,A. right,True
526,"Imagine you're the man in this image — which direction are you facing?A. front-left
B. back-left
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
527,"How is the table positioned with respect to the lamp?A. back-right
B. above-left
C. right
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
528,"If you stand at desk facing shelves, where is bed?A. back-left
B. left
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. back-right,D. back-right,True
529,"Can you describe the position of the sink relative to the cabinet?A. down-left
B. front-right
C. above
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,C. above,True
530,"If you stand at bookshelf facing chair, where is curtain?A. left
B. right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,C. front,False
531,"Imagine standing at sofa looking towards shelves, where is whiteboard?A. back-left
B. right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-left,D. front-left,True
532,"With the camera's viewpoint as the front, which direction is the bear facing in the image?A. front-left
B. front
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-right,D. back-right,True
533,"Standing at pillow, gazing at lamp, where should box be?A. back-left
B. right
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,B. right,False
534,"Where is the door in relation to the cabinet?A. right
B. back-down
C. above
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
535,"Suppose you are in the man’s position, what direction are you facing?A. front
B. back
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
536,"With the camera's viewpoint as the front, which direction is the man facing in the image?A. left
B. back-right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,B. back-right,True
537,"Can you describe the position of the desk relative to the bag?A. back
B. down
C. back-down
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
538,"If you stand at table facing mirror, where is bathtub?A. front-left
B. back-left
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-right,C. front-right,True
539,"Could you tell me the location of the table in comparison to the window?A. left
B. above-right
C. back-up
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
540,"Where is the counter located compared to the shelves from the camera's perspective?A. above-right
B. front-left
C. above-left
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. front-left,A. above-right,False
541,"Can you describe the position of the table relative to the clothes?A. down
B. above-left
C. left
D. above-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
542,"From this girl's perspective, where is the football positioned?A. right
B. front
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. front,B. front,True
543,"Where is the refrigerator in relation to the towel?A. front
B. right
C. left
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,A. front,False
544,"How is the television positioned with respect to the picture?A. down-left
B. above
C. left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above,D. right,False
545,"From the perspective of the woman holding the bat, where is the woman in black located?A. front-left
B. front
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. back-right,D. back-right,True
546,"Which hand is this woman in blue holding the tennis racket with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
547,"From this boy's perspective, where is the man positioned?A. back
B. front-right
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,A. back,False
548,"If you stand at sink facing toilet, where is door?A. right
B. back-left
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front,B. back-left,False
549,"How is the table positioned with respect to the pillow?A. front-left
B. back-down
C. front-down
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-right,B. back-down,False
550,"How is the sofa positioned with respect to the desk?A. back-up
B. right
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,C. left,False
551,"Taking the camera's viewpoint as the front, which way is the blonde woman facing in the image?A. left
B. right
C. back
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
552,"Can you describe the position of the cabinet relative to the towel?A. down
B. back
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
553,"From the perspective of the man in blue and white clothes, where is the person in red positioned?A. left
B. back-right
C. right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
554,"Standing at sofa, gazing at desk, where should box be?A. back
B. front-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D,D. front-right,True
555,"Where is the desk in relation to the chair?A. front-up
B. above-left
C. front-right
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,C. front-right,True
556,"With the camera's viewpoint as the front, which direction is the bus driver facing in the image?A. front-left
B. front-right
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. front-left,C. back-right,False
557,"With the camera's viewpoint as the front, which direction is the boy facing in the image?A. left
B. front-right
C. back-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
558,"Where is the table in relation to the bag?A. back
B. left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,A. back,False
559,"Can you describe the position of the picture relative to the bag?A. front-up
B. front-right
C. above-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above-left,C. above-left,True
560,"From the perspective of the woman in green clothes, where is the person in white trousers?A. back-right
B. right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front,D. back-left,False
561,"From the perspective of this motorcyclist, where is the plane located?A. front-right
B. back
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. left,C. left,True
562,"Suppose you are in the woman wearing the red and white striped clothes’s position, what direction are you facing?A. back-left
B. front
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
563,"Considering the camera's perspective as the front, what direction is the man facing within the picture?A. back
B. front
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back,D. left,False
564,"As the woman in the photo, in which direction are you facing?A. right
B. back
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,B. back,False
565,"With the camera's viewpoint as the front, which direction is the boy facing in the image?A. front
B. back
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back,B. back,True
566,"Picture yourself as the giraffe; which way are you looking in the scene?A. right
B. front
C. back-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
567,"Where is the chair located compared to the counter from the camera's perspective?A. right
B. back-down
C. above-left
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
568,"As the man in the photo, in which direction are you facing?A. back-left
B. right
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
569,"How is the chair positioned with respect to the shelves?A. above
B. front
C. back-down
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
570,"Could you tell me the location of the desk in comparison to the chair?A. down
B. front-left
C. above
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,B. front-left,False
571,"Suppose you are in the boy’s position, what direction are you facing?A. back
B. front
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,C. right,False
