frame,time,base_pred,fixed_pred,adapt_pred,used_alpha,entropy
52965,883.6429120232457,Left,Left,Left,0.1,-0.0
52970,883.7263296492273,Left,Left,Left,0.1,-0.0
52975,883.8097472752089,Left,Left,Left,0.1,-0.0
52980,883.8931649011905,Left,Left,Left,0.1,-0.0
52985,883.9765825271721,Left,Left,Left,0.1,-0.0
52990,884.0600001531537,Left,Left,Left,0.1,-0.0
52995,884.1434177791353,Left,Left,Left,0.1,-0.0
53000,884.226835405117,Left,Left,Left,0.1,-0.0
53005,884.3102530310986,Left,Left,Left,0.1,-0.0
53010,884.3936706570802,Left,Left,Left,0.1,-0.0
53015,884.4770882830618,Left,Left,Left,0.1,-0.0
53020,884.5605059090434,Left,Left,Left,0.1,-0.0
53025,884.643923535025,Left,Left,Left,0.1,-0.0
53030,884.7273411610066,Left,Left,Left,0.1,-0.0
53035,884.8107587869882,Left,Left,Left,0.1,-0.0
53040,884.8941764129698,Left,Left,Left,0.1,-0.0
53045,884.9775940389515,Left,Left,Left,0.1,-0.0
53050,885.0610116649331,Left,Left,Left,0.1,-0.0
53055,885.1444292909148,Left,Left,Left,0.1,-0.0
53060,885.2278469168964,Left,Left,Left,0.1,-0.0
53065,885.311264542878,Left,Left,Left,0.1,-0.0
53070,885.3946821688596,Left,Left,Left,0.1,-0.0
53075,885.4780997948412,Left,Left,Left,0.1,-0.0
53080,885.5615174208228,Left,Left,Left,0.1,-0.0
53085,885.6449350468044,Left,Left,Left,0.1,-0.0
53090,885.7283526727861,Left,Left,Left,0.1,-0.0
53095,885.8117702987677,Left,Left,Left,0.1,-0.0
53100,885.8951879247493,Left,Left,Left,0.1,-0.0
53105,885.9786055507309,Left,Left,Left,0.1,-0.0
53110,886.0620231767125,Left,Left,Left,0.1,-0.0
53115,886.1454408026941,Left,Left,Left,0.1,-0.0
53120,886.2288584286757,Left,Left,Left,0.1,-0.0
53125,886.3122760546573,Left,Left,Left,0.1,-0.0
53130,886.3956936806389,Left,Left,Left,0.1,-0.0
53135,886.4791113066206,Left,Left,Left,0.1,-0.0
53140,886.5625289326022,Left,Left,Left,0.1,-0.0
53145,886.6459465585838,Left,Left,Left,0.1,-0.0
53150,886.7293641845654,Left,Left,Left,0.1,-0.0
53155,886.812781810547,Left,Left,Left,0.1,-0.0
53160,886.8961994365286,Left,Left,Left,0.1,-0.0
53165,886.9796170625102,Left,Left,Left,0.1,-0.0
53170,887.0630346884918,Left,Left,Left,0.1,-0.0
53175,887.1464523144734,Left,Left,Left,0.1,-0.0
53180,887.229869940455,Left,Left,Left,0.1,-0.0
53185,887.3132875664368,Left,Left,Left,0.1,-0.0
53190,887.3967051924184,Left,Left,Left,0.1,-0.0
53195,887.4801228184,Left,Left,Left,0.1,-0.0
53200,887.5635404443816,Left,Left,Left,0.1,-0.0
53205,887.6469580703632,Left,Left,Left,0.1,-0.0
53210,887.7303756963448,Left,Left,Left,0.1,-0.0
53215,887.8137933223264,Left,Left,Left,0.1,-0.0
53220,887.897210948308,Left,Left,Left,0.1,-0.0
53225,887.9806285742897,Left,Left,Left,0.1,-0.0
53230,888.0640462002713,Left,Left,Left,0.1,-0.0
53235,888.1474638262529,Left,Left,Left,0.1,-0.0
53240,888.2308814522345,Left,Left,Left,0.1,-0.0
53245,888.3142990782161,Left,Left,Left,0.1,-0.0
53250,888.3977167041977,Left,Left,Left,0.1,-0.0
53255,888.4811343301793,Left,Left,Left,0.1,-0.0
53260,888.5645519561609,Left,Left,Left,0.1,-0.0
53265,888.6479695821425,Left,Left,Left,0.1,-0.0
53270,888.7313872081241,Left,Left,Left,0.1,-0.0
53275,888.8148048341058,Left,Left,Left,0.1,-0.0
53280,888.8982224600874,Left,Left,Left,0.1,-0.0
53285,888.981640086069,Left,Left,Left,0.1,-0.0
53290,889.0650577120506,Left,Left,Left,0.1,-0.0
53295,889.1484753380322,Left,Left,Left,0.1,-0.0
53300,889.2318929640138,Left,Left,Left,0.1,-0.0
53305,889.3153105899954,Right,Left,Right,0.1,-0.0
53310,889.398728215977,Right,Right,Right,0.1,-0.0
53315,889.4821458419588,Left,Left,Left,0.1,-0.0
53320,889.5655634679404,Left,Left,Left,0.1,-0.0
53325,889.648981093922,Left,Left,Left,0.1,-0.0
53330,889.7323987199036,Left,Left,Left,0.1,-0.0
53335,889.8158163458852,Left,Left,Left,0.1,-0.0
53340,889.8992339718668,Right,Left,Right,0.1,-0.0
53345,889.9826515978484,Left,Left,Left,0.1,-0.0
53350,890.06606922383,Left,Left,Left,0.1,-0.0
53355,890.1494868498116,Left,Left,Left,0.1,-0.0
53360,890.2329044757932,Left,Left,Left,0.1,-0.0
53365,890.3163221017749,Left,Left,Left,0.1,-0.0
53370,890.3997397277565,Left,Left,Left,0.1,-0.0
53375,890.4831573537381,Left,Left,Left,0.1,-0.0
53380,890.5665749797197,Left,Left,Left,0.1,-0.0
53385,890.6499926057013,Right,Left,Right,0.1,-0.0
53390,890.7334102316829,Left,Left,Left,0.1,-0.0
53395,890.8168278576645,Left,Left,Left,0.1,-0.0
53400,890.9002454836461,Left,Left,Left,0.1,-0.0
53405,890.9836631096277,Right,Left,Right,0.1,-0.0
53410,891.0670807356094,Right,Right,Right,0.1,-0.0
53415,891.150498361591,Right,Right,Right,0.1,-0.0
53420,891.2339159875726,Right,Right,Right,0.1,-0.0
53425,891.3173336135542,Right,Right,Right,0.1,-0.0
53430,891.4007512395358,Right,Right,Right,0.1,-0.0
53435,891.4841688655174,Right,Right,Right,0.1,-0.0
53440,891.567586491499,Left,Right,Left,0.1,-0.0
53445,891.6510041174807,Right,Right,Right,0.1,-0.0
53450,891.7344217434623,Right,Right,Right,0.1,-0.0
53455,891.817839369444,Right,Right,Right,0.1,-0.0
53460,891.9012569954256,Right,Right,Right,0.1,-0.0
53465,891.9846746214072,Right,Right,Right,0.1,-0.0
53470,892.0680922473888,Right,Right,Right,0.1,-0.0
53475,892.1515098733704,Right,Right,Right,0.1,-0.0
53480,892.234927499352,Right,Right,Right,0.1,-0.0
53485,892.3183451253336,Right,Right,Right,0.1,-0.0
53490,892.4017627513152,Left,Right,Left,0.1,-0.0
53495,892.4851803772968,Left,Left,Left,0.1,-0.0
53500,892.5685980032785,Right,Right,Right,0.1,-0.0
53505,892.6520156292601,Right,Right,Right,0.1,-0.0
53510,892.7354332552417,Left,Left,Left,0.1,-0.0
53515,892.8188508812233,Right,Right,Right,0.1,-0.0
53520,892.9022685072049,Left,Left,Left,0.1,-0.0
53525,892.9856861331865,Right,Right,Right,0.1,-0.0
53530,893.0691037591681,Left,Left,Left,0.1,-0.0
53535,893.1525213851497,Right,Right,Right,0.1,-0.0
53540,893.2359390111313,Right,Right,Right,0.1,-0.0
53545,893.319356637113,Left,Left,Left,0.1,-0.0
53550,893.4027742630946,Left,Left,Left,0.1,-0.0
53555,893.4861918890762,Right,Right,Right,0.1,-0.0
53560,893.5696095150578,Right,Right,Right,0.1,-0.0
53565,893.6530271410394,Right,Right,Right,0.1,-0.0
53570,893.7364447670211,Right,Right,Right,0.1,-0.0
53575,893.8198623930027,Right,Right,Right,0.1,-0.0
53580,893.9032800189843,Right,Right,Right,0.1,-0.0
53585,893.986697644966,Right,Right,Right,0.1,-0.0
53590,894.0701152709476,Right,Right,Right,0.1,-0.0
53595,894.1535328969292,Right,Right,Right,0.1,-0.0
53600,894.2369505229108,Right,Right,Right,0.1,-0.0
53605,894.3203681488924,Right,Right,Right,0.1,-0.0
53610,894.403785774874,Right,Right,Right,0.1,-0.0
53615,894.4872034008556,Right,Right,Right,0.1,-0.0
53620,894.5706210268372,Right,Right,Right,0.1,-0.0
53625,894.6540386528188,Right,Right,Right,0.1,-0.0
53630,894.7374562788004,Right,Right,Right,0.1,-0.0
53635,894.820873904782,Right,Right,Right,0.1,-0.0
53640,894.9042915307637,Right,Right,Right,0.1,-0.0
53645,894.9877091567453,Right,Right,Right,0.1,-0.0
53650,895.0711267827269,Right,Right,Right,0.1,-0.0
53655,895.1545444087085,Right,Right,Right,0.1,-0.0
53660,895.2379620346901,Right,Right,Right,0.1,-0.0
53665,895.3213796606717,Right,Right,Right,0.1,-0.0
53670,895.4047972866533,Right,Right,Right,0.1,-0.0
53675,895.4882149126349,Right,Right,Right,0.1,-0.0
53680,895.5716325386165,Right,Right,Right,0.1,-0.0
53685,895.6550501645982,Left,Right,Left,0.1,-0.0
53690,895.7384677905798,Left,Left,Left,0.1,-0.0
53695,895.8218854165614,Right,Right,Right,0.1,-0.0
53700,895.9053030425431,Left,Left,Left,0.1,-0.0
53705,895.9887206685247,Left,Left,Left,0.49143484234809875,0.6931471824645996
53710,896.0721382945063,Left,Left,Left,0.1,-0.0
53715,896.1555559204879,Left,Left,Left,0.1,-0.0
53720,896.2389735464695,Left,Left,Left,0.1,-0.0
53725,896.3223911724511,Left,Left,Left,0.1,-0.0
53730,896.4058087984328,Left,Left,Left,0.1,-0.0
53735,896.4892264244144,Left,Left,Left,0.1,-0.0
53740,896.572644050396,Right,Left,Right,0.1,-0.0
53745,896.6560616763776,Right,Right,Right,0.1,-0.0
53750,896.7394793023592,Right,Right,Right,0.1,-0.0
53755,896.8228969283408,Right,Right,Right,0.1,-0.0
53760,896.9063145543224,Left,Right,Left,0.1,-0.0
53765,896.989732180304,Right,Right,Right,0.1,-0.0
53770,897.0731498062856,Right,Right,Right,0.1,-0.0
53775,897.1565674322673,Left,Left,Left,0.1,-0.0
53780,897.2399850582489,Right,Right,Right,0.1,-0.0
53785,897.3234026842305,Right,Right,Right,0.1,-0.0
53790,897.4068203102121,Left,Left,Left,0.1,-0.0
53795,897.4902379361937,Left,Left,Left,0.1,-0.0
53800,897.5736555621753,Left,Left,Left,0.1,-0.0
53805,897.6570731881569,Right,Right,Right,0.1,-0.0
53810,897.7404908141385,Right,Right,Right,0.1,-0.0
53815,897.8239084401201,Right,Right,Right,0.1,-0.0
53820,897.9073260661017,Right,Right,Right,0.1,-0.0
53825,897.9907436920834,Right,Right,Right,0.1,-0.0
53830,898.0741613180651,Right,Right,Right,0.1,-0.0
53835,898.1575789440467,Left,Right,Left,0.1,-0.0
53840,898.2409965700283,Left,Right,Left,0.49143484234809875,0.6931471824645996
53845,898.3244141960099,Left,Left,Left,0.1,-0.0
53850,898.4078318219915,Left,Left,Left,0.1,-0.0
53855,898.4912494479731,Left,Left,Left,0.1,-0.0
53860,898.5746670739547,Right,Left,Right,0.1,-0.0
53865,898.6580846999364,Right,Right,Right,0.1,-0.0
53870,898.741502325918,Right,Right,Right,0.1,-0.0
53875,898.8249199518996,Right,Right,Right,0.1,-0.0
53880,898.9083375778812,Right,Right,Right,0.1,-0.0
53885,898.9917552038628,Right,Right,Right,0.1,-0.0
53890,899.0751728298444,Right,Right,Right,0.1,-0.0
53895,899.158590455826,Left,Right,Left,0.1,-0.0
53900,899.2420080818076,Left,Left,Left,0.1,-0.0
53905,899.3254257077892,Left,Left,Left,0.1,-0.0
53910,899.4088433337708,Left,Left,Left,0.1,-0.0
53915,899.4922609597525,Left,Left,Left,0.1,-0.0
53920,899.5756785857341,Left,Left,Left,0.49143484234809875,0.6931471824645996
53925,899.6590962117157,Left,Left,Left,0.1,-0.0
53930,899.7425138376973,Right,Left,Right,0.1,-0.0
53935,899.8259314636789,Right,Right,Right,0.1,-0.0
53940,899.9093490896605,Left,Left,Left,0.1,-0.0
53945,899.9927667156421,Left,Left,Left,0.49143484234809875,0.6931471824645996
53950,900.0761843416237,Left,Left,Left,0.49143484234809875,0.6931471824645996
53955,900.1596019676053,Left,Left,Left,0.1,-0.0
53960,900.2430195935871,Right,Right,Right,0.1,-0.0
53965,900.3264372195687,Right,Right,Right,0.1,-0.0
53970,900.4098548455503,Right,Right,Right,0.1,-0.0
53975,900.4932724715319,Right,Right,Right,0.1,-0.0
53980,900.5766900975135,Left,Right,Right,0.49143484234809875,0.6931471824645996
53985,900.6601077234951,Left,Left,Left,0.1,-0.0
53990,900.7435253494767,Right,Right,Right,0.1,-0.0
53995,900.8269429754583,Left,Left,Left,0.1,-0.0
54000,900.91036060144,Left,Left,Left,0.49143484234809875,0.6931471824645996
54005,900.9937782274216,Right,Right,Right,0.1,-0.0
54010,901.0771958534032,Right,Right,Right,0.1,-0.0
54015,901.1606134793848,Right,Right,Right,0.1,-0.0
54020,901.2440311053664,Right,Right,Right,0.1,-0.0
54025,901.327448731348,Left,Right,Left,0.1,-0.0
54030,901.4108663573296,Left,Left,Left,0.1,-0.0
54035,901.4942839833112,Right,Right,Right,0.1,-0.0
54040,901.5777016092928,Right,Right,Right,0.1,-0.0
54045,901.6611192352744,Left,Right,Right,0.49143484234809875,0.6931471824645996
54050,901.744536861256,Right,Right,Right,0.1,-0.0
54055,901.8279544872377,Right,Right,Right,0.1,-0.0
54060,901.9113721132193,Left,Right,Right,0.49143484234809875,0.6931471824645996
54065,901.9947897392009,Right,Right,Right,0.1,-0.0
54070,902.0782073651825,Right,Right,Right,0.1,-0.0
54075,902.1616249911641,Right,Right,Right,0.1,-0.0
54080,902.2450426171457,Right,Right,Right,0.1,-0.0
54085,902.3284602431274,Right,Right,Right,0.1,-0.0
54090,902.411877869109,Left,Right,Left,0.1,-0.0
54095,902.4952954950907,Right,Right,Right,0.1,-0.0
54100,902.5787131210723,Right,Right,Right,0.1,-0.0
54105,902.6621307470539,Right,Right,Right,0.1,-0.0
54110,902.7455483730355,Right,Right,Right,0.1,-0.0
54115,902.8289659990171,Right,Right,Right,0.1,-0.0
54120,902.9123836249987,Right,Right,Right,0.1,-0.0
54125,902.9958012509803,Left,Right,Right,0.49143484234809875,0.6931471824645996
54130,903.0792188769619,Left,Left,Left,0.1,-0.0
54135,903.1626365029435,Left,Left,Left,0.1,-0.0
54140,903.2460541289252,Left,Left,Left,0.1,-0.0
54145,903.3294717549068,Left,Left,Left,0.1,-0.0
54150,903.4128893808884,Left,Left,Left,0.1,-0.0
54155,903.49630700687,Left,Left,Left,0.1,-0.0
54160,903.5797246328516,Left,Left,Left,0.1,-0.0
54165,903.6631422588332,Right,Left,Right,0.1,-0.0
54170,903.7465598848148,Right,Right,Right,0.1,-0.0
54175,903.8299775107964,Left,Left,Left,0.1,-0.0
54180,903.913395136778,Right,Right,Right,0.1,-0.0
54185,903.9968127627596,Right,Right,Right,0.1,-0.0
54190,904.0802303887413,Right,Right,Right,0.1,-0.0
54195,904.1636480147229,Left,Right,Left,0.1,-0.0
54200,904.2470656407045,Right,Right,Right,0.1,-0.0
54205,904.3304832666861,Left,Left,Left,0.1,-0.0
54210,904.4139008926677,Left,Left,Left,0.1,-0.0
54215,904.4973185186494,Left,Left,Left,0.1,-0.0
54220,904.580736144631,Right,Left,Right,0.1,-0.0
54225,904.6641537706126,Left,Left,Left,0.1,-0.0
54230,904.7475713965943,Right,Right,Right,0.1,-0.0
54235,904.8309890225759,Right,Right,Right,0.1,-0.0
54240,904.9144066485575,Right,Right,Right,0.1,-0.0
54245,904.9978242745391,Right,Right,Right,0.1,-0.0
54250,905.0812419005207,Right,Right,Right,0.1,-0.0
54255,905.1646595265023,Right,Right,Right,0.1,-0.0
54260,905.2480771524839,Right,Right,Right,0.1,-0.0
54265,905.3314947784655,Right,Right,Right,0.1,-0.0
54270,905.4149124044471,Right,Right,Right,0.1,-0.0
54275,905.4983300304287,Right,Right,Right,0.1,-0.0
54280,905.5817476564104,Right,Right,Right,0.1,-0.0
54285,905.665165282392,Right,Right,Right,0.1,-0.0
54290,905.7485829083736,Right,Right,Right,0.1,-0.0
54295,905.8320005343552,Right,Right,Right,0.1,-0.0
54300,905.9154181603368,Left,Right,Right,0.49143484234809875,0.6931471824645996
54305,905.9988357863184,Right,Right,Right,0.1,-0.0
54310,906.0822534123,Left,Right,Left,0.1,-0.0
54315,906.1656710382816,Right,Right,Right,0.1,-0.0
54320,906.2490886642632,Left,Left,Left,0.1,-0.0
54325,906.3325062902449,Left,Left,Left,0.1,-0.0
54330,906.4159239162265,Right,Right,Right,0.1,-0.0
54335,906.4993415422081,Right,Right,Right,0.1,-0.0
54340,906.5827591681897,Right,Right,Right,0.1,-0.0
54345,906.6661767941714,Right,Right,Right,0.1,-0.0
54350,906.749594420153,Right,Right,Right,0.1,-0.0
54355,906.8330120461346,Right,Right,Right,0.1,-0.0
54360,906.9164296721162,Right,Right,Right,0.1,-0.0
54365,906.9998472980978,Right,Right,Right,0.1,-0.0
54370,907.0832649240795,Right,Right,Right,0.1,-0.0
54375,907.1666825500611,Right,Right,Right,0.1,-0.0
54380,907.2501001760427,Right,Right,Right,0.1,-0.0
54385,907.3335178020243,Left,Right,Left,0.1,-0.0
54390,907.4169354280059,Left,Left,Left,0.1,-0.0
54395,907.5003530539875,Left,Left,Left,0.1,-0.0
54400,907.5837706799691,Left,Left,Left,0.1,-0.0
54405,907.6671883059507,Left,Left,Left,0.1,-0.0
54410,907.7506059319323,Left,Left,Left,0.1,-0.0
54415,907.834023557914,Right,Left,Right,0.1,-0.0
54420,907.9174411838956,Left,Left,Left,0.1,-0.0
54425,908.0008588098772,Left,Left,Left,0.1,-0.0
54430,908.0842764358588,Left,Left,Left,0.1,-0.0
54435,908.1676940618404,Left,Left,Left,0.1,-0.0
54440,908.251111687822,Left,Left,Left,0.1,-0.0
54445,908.3345293138036,Left,Left,Left,0.1,-0.0
54450,908.4179469397852,Right,Left,Right,0.1,-0.0
54455,908.5013645657668,Right,Right,Right,0.1,-0.0
54460,908.5847821917484,Right,Right,Right,0.1,-0.0
54465,908.66819981773,Right,Right,Right,0.1,-0.0
54470,908.7516174437117,Left,Right,Left,0.1,-0.0
54475,908.8350350696934,Right,Right,Right,0.1,-0.0
54480,908.918452695675,Right,Right,Right,0.1,-0.0
54485,909.0018703216566,Left,Left,Left,0.1,-0.0
54490,909.0852879476382,Right,Right,Right,0.1,-0.0
54495,909.1687055736198,Right,Right,Right,0.1,-0.0
54500,909.2521231996014,Right,Right,Right,0.1,-0.0
54505,909.335540825583,Left,Right,Left,0.1,-0.0
54510,909.4189584515647,Left,Right,Left,0.49143484234809875,0.6931471824645996
54515,909.5023760775463,Left,Right,Left,0.49143484234809875,0.6931471824645996
54520,909.5857937035279,Left,Left,Left,0.1,-0.0
54525,909.6692113295095,Left,Left,Left,0.1,-0.0
54530,909.7526289554911,Left,Left,Left,0.1,-0.0
54535,909.8360465814727,Right,Left,Right,0.1,-0.0
54540,909.9194642074543,Right,Right,Right,0.1,-0.0
54545,910.0028818334359,Right,Right,Right,0.1,-0.0
54550,910.0862994594175,Right,Right,Right,0.1,-0.0
54555,910.1697170853992,Right,Right,Right,0.1,-0.0
54560,910.2531347113808,Right,Right,Right,0.1,-0.0
54565,910.3365523373624,Right,Right,Right,0.1,-0.0
54570,910.419969963344,Right,Right,Right,0.1,-0.0
54575,910.5033875893256,Left,Right,Left,0.1,-0.0
54580,910.5868052153072,Left,Left,Left,0.1,-0.0
54585,910.6702228412888,Right,Right,Right,0.1,-0.0
54590,910.7536404672704,Left,Left,Left,0.1,-0.0
54595,910.837058093252,Right,Right,Right,0.1,-0.0
54600,910.9204757192337,Left,Left,Left,0.1,-0.0
54605,911.0038933452154,Right,Right,Right,0.1,-0.0
54610,911.087310971197,Left,Right,Right,0.49143484234809875,0.6931471824645996
54615,911.1707285971786,Right,Right,Right,0.1,-0.0
54620,911.2541462231602,Right,Right,Right,0.1,-0.0
54625,911.3375638491418,Right,Right,Right,0.1,-0.0
54630,911.4209814751234,Right,Right,Right,0.1,-0.0
54635,911.504399101105,Right,Right,Right,0.1,-0.0
54640,911.5878167270866,Right,Right,Right,0.1,-0.0
54645,911.6712343530683,Right,Right,Right,0.1,-0.0
54650,911.7546519790499,Right,Right,Right,0.1,-0.0
54655,911.8380696050315,Right,Right,Right,0.1,-0.0
54660,911.9214872310131,Right,Right,Right,0.1,-0.0
54665,912.0049048569947,Right,Right,Right,0.1,-0.0
54670,912.0883224829763,Right,Right,Right,0.1,-0.0
54675,912.1717401089579,Right,Right,Right,0.1,-0.0
54680,912.2551577349395,Right,Right,Right,0.1,-0.0
54685,912.3385753609211,Right,Right,Right,0.1,-0.0
54690,912.4219929869028,Right,Right,Right,0.1,-0.0
54695,912.5054106128844,Right,Right,Right,0.1,-0.0
54700,912.588828238866,Left,Right,Right,0.49143484234809875,0.6931471824645996
54705,912.6722458648476,Right,Right,Right,0.1,-0.0
54710,912.7556634908292,Right,Right,Right,0.1,-0.0
54715,912.8390811168108,Right,Right,Right,0.1,-0.0
54720,912.9224987427924,Right,Right,Right,0.1,-0.0
54725,913.005916368774,Right,Right,Right,0.1,-0.0
54730,913.0893339947557,Right,Right,Right,0.1,-0.0
54735,913.1727516207374,Right,Right,Right,0.1,-0.0
54740,913.256169246719,Right,Right,Right,0.1,-0.0
54745,913.3395868727006,Right,Right,Right,0.1,-0.0
54750,913.4230044986822,Left,Right,Left,0.1,-0.0
54755,913.5064221246638,Left,Left,Left,0.1,-0.0
54760,913.5898397506454,Left,Left,Left,0.1,-0.0
54765,913.673257376627,Left,Left,Left,0.1,-0.0
54770,913.7566750026086,Left,Left,Left,0.1,-0.0
54775,913.8400926285902,Left,Left,Left,0.1,-0.0
54780,913.9235102545719,Left,Left,Left,0.1,-0.0
54785,914.0069278805535,Left,Left,Left,0.1,-0.0
54790,914.0903455065351,Left,Left,Left,0.1,-0.0
54795,914.1737631325167,Left,Left,Left,0.1,-0.0
54800,914.2571807584983,Left,Left,Left,0.1,-0.0
54805,914.3405983844799,Left,Left,Left,0.1,-0.0
54810,914.4240160104615,Left,Left,Left,0.1,-0.0
54815,914.5074336364431,Left,Left,Left,0.1,-0.0
54820,914.5908512624247,Left,Left,Left,0.1,-0.0
54825,914.6742688884063,Left,Left,Left,0.1,-0.0
54830,914.757686514388,Left,Left,Left,0.1,-0.0
54835,914.8411041403696,Left,Left,Left,0.1,-0.0
54840,914.9245217663512,Left,Left,Left,0.1,-0.0
54845,915.0079393923328,Left,Left,Left,0.1,-0.0
54850,915.0913570183144,Left,Left,Left,0.1,-0.0
54855,915.174774644296,Left,Left,Left,0.1,-0.0
54860,915.2581922702777,Left,Left,Left,0.1,-0.0
54865,915.3416098962593,Left,Left,Left,0.1,-0.0
54870,915.425027522241,Left,Left,Left,0.1,-0.0
54875,915.5084451482226,Left,Left,Left,0.1,-0.0
54880,915.5918627742042,Left,Left,Left,0.1,-0.0
54885,915.6752804001858,Left,Left,Left,0.1,-0.0
54890,915.7586980261674,Left,Left,Left,0.1,-0.0
54895,915.842115652149,Left,Left,Left,0.1,-0.0
54900,915.9255332781306,Left,Left,Left,0.1,-0.0
54905,916.0089509041122,Left,Left,Left,0.1,-0.0
54910,916.0923685300938,Left,Left,Left,0.1,-0.0
54915,916.1757861560754,Left,Left,Left,0.1,-0.0
54920,916.259203782057,Left,Left,Left,0.1,-0.0
54925,916.3426214080387,Left,Left,Left,0.1,-0.0
54930,916.4260390340203,Left,Left,Left,0.1,-0.0
54935,916.5094566600019,Left,Left,Left,0.1,-0.0
54940,916.5928742859835,Left,Left,Left,0.1,-0.0
54945,916.6762919119651,Left,Left,Left,0.1,-0.0
54950,916.7597095379467,Left,Left,Left,0.1,-0.0
54955,916.8431271639283,Left,Left,Left,0.1,-0.0
54960,916.9265447899099,Left,Left,Left,0.1,-0.0
54965,917.0099624158916,Left,Left,Left,0.1,-0.0
54970,917.0933800418732,Left,Left,Left,0.1,-0.0
54975,917.1767976678548,Left,Left,Left,0.1,-0.0
54980,917.2602152938364,Left,Left,Left,0.1,-0.0
54985,917.343632919818,Left,Left,Left,0.1,-0.0
54990,917.4270505457997,Left,Left,Left,0.1,-0.0
54995,917.5104681717813,Left,Left,Left,0.1,-0.0
55000,917.5938857977629,Left,Left,Left,0.1,-0.0
55005,917.6773034237445,Left,Left,Left,0.1,-0.0
55010,917.7607210497262,Left,Left,Left,0.1,-0.0
55015,917.8441386757078,Left,Left,Left,0.1,-0.0
55020,917.9275563016894,Left,Left,Left,0.1,-0.0
55025,918.010973927671,Left,Left,Left,0.1,-0.0
55030,918.0943915536526,Left,Left,Left,0.1,-0.0
55035,918.1778091796342,Left,Left,Left,0.1,-0.0
55040,918.2612268056158,Left,Left,Left,0.1,-0.0
55045,918.3446444315974,Left,Left,Left,0.1,-0.0
55050,918.428062057579,Left,Left,Left,0.1,-0.0
55055,918.5114796835607,Left,Left,Left,0.1,-0.0
55060,918.5948973095423,Left,Left,Left,0.1,-0.0
55065,918.6783149355239,Left,Left,Left,0.1,-0.0
55070,918.7617325615055,Left,Left,Left,0.1,-0.0
55075,918.8451501874871,Left,Left,Left,0.1,-0.0
55080,918.9285678134687,Right,Left,Right,0.1,-0.0
55085,919.0119854394503,Right,Right,Right,0.1,-0.0
55090,919.0954030654319,Right,Right,Right,0.1,-0.0
55095,919.1788206914135,Left,Left,Left,0.1,-0.0
55100,919.2622383173951,Right,Right,Right,0.1,-0.0
55105,919.3456559433768,Right,Right,Right,0.1,-0.0
55110,919.4290735693584,Left,Left,Left,0.1,-0.0
55115,919.51249119534,Left,Left,Left,0.1,-0.0
55120,919.5959088213217,Left,Left,Left,0.1,-0.0
55125,919.6793264473033,Left,Left,Left,0.1,-0.0
55130,919.7627440732849,Left,Left,Left,0.1,-0.0
55135,919.8461616992665,Left,Left,Left,0.1,-0.0
55140,919.9295793252481,Left,Left,Left,0.1,-0.0
55145,920.0129969512298,Left,Left,Left,0.1,-0.0
55150,920.0964145772114,Right,Left,Right,0.1,-0.0
55155,920.179832203193,Right,Right,Right,0.1,-0.0
55160,920.2632498291746,Right,Right,Right,0.1,-0.0
55165,920.3466674551562,Right,Right,Right,0.1,-0.0
55170,920.4300850811378,Right,Right,Right,0.1,-0.0
55175,920.5135027071194,Right,Right,Right,0.1,-0.0
55180,920.596920333101,Right,Right,Right,0.1,-0.0
55185,920.6803379590826,Right,Right,Right,0.1,-0.0
55190,920.7637555850642,Left,Right,Left,0.1,-0.0
55195,920.8471732110459,Left,Left,Left,0.1,-0.0
55200,920.9305908370275,Left,Left,Left,0.1,-0.0
55205,921.0140084630091,Left,Left,Left,0.1,-0.0
55210,921.0974260889907,Left,Left,Left,0.1,-0.0
55215,921.1808437149723,Left,Left,Left,0.1,-0.0
55220,921.2642613409539,Left,Left,Left,0.1,-0.0
55225,921.3476789669355,Left,Left,Left,0.1,-0.0
55230,921.4310965929171,Left,Left,Left,0.1,-0.0
55235,921.5145142188987,Left,Left,Left,0.1,-0.0
55240,921.5979318448803,Left,Left,Left,0.1,-0.0
55245,921.681349470862,Left,Left,Left,0.1,-0.0
55250,921.7647670968437,Left,Left,Left,0.1,-0.0
55255,921.8481847228253,Left,Left,Left,0.1,-0.0
55260,921.9316023488069,Left,Left,Left,0.1,-0.0
55265,922.0150199747885,Right,Left,Right,0.1,-0.0
55270,922.0984376007701,Left,Left,Left,0.1,-0.0
55275,922.1818552267517,Left,Left,Left,0.1,-0.0
55280,922.2652728527333,Left,Left,Left,0.1,-0.0
55285,922.348690478715,Left,Left,Left,0.1,-0.0
55290,922.4321081046966,Left,Left,Left,0.1,-0.0
55295,922.5155257306782,Left,Left,Left,0.1,-0.0
55300,922.5989433566598,Right,Left,Right,0.1,-0.0
55305,922.6823609826414,Left,Left,Left,0.1,-0.0
55310,922.765778608623,Left,Left,Left,0.1,-0.0
55315,922.8491962346046,Left,Left,Left,0.1,-0.0
55320,922.9326138605862,Right,Left,Right,0.1,-0.0
55325,923.0160314865678,Left,Left,Left,0.1,-0.0
55330,923.0994491125495,Left,Left,Left,0.1,-0.0
55335,923.1828667385311,Left,Left,Left,0.49143484234809875,0.6931471824645996
55340,923.2662843645127,Right,Right,Right,0.1,-0.0
55345,923.3497019904943,Left,Left,Left,0.1,-0.0
55350,923.4331196164759,Left,Left,Left,0.1,-0.0
