ID,Question,Question_Type,Predicted Answer,Correct Answer,IsCorrect
299,"Taking the camera lens as the front, what direction is the man sitting in the red bounding box in a wheelchair looking toward?A. back-right
B. front
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-right,A. back-right,True
300,"Imagine you're the man sitting in the red bounding box in a wheelchair in this image — which direction are you facing?A. right
B. front-left
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-left,B. front-left,True
301,"From the perspective of the man sitting in a wheelchair in the red bounding box, where is the man in white clothes located beside him?A. front
B. back-right
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. left,D. left,True
302,"How is the cabinet positioned with respect to the door in the red bounding box?A. back-right
B. left
C. front
D. front-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,B. left,True
303,"If you're looking at the books, where would you find the table?A. front
B. right
C. above
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,A. front,False
304,"Where is the cabinet in relation to the door?A. front
B. back-right
C. above
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
305,"Could you tell me the location of the cabinet in comparison to the door in the red bounding box?A. back-right
B. back-down
C. front-up
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-up,B. back-down,False
306,"How is the table positioned with respect to the chair in the red bounding box?A. back-down
B. back-up
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
307,"Where is the nightstand in relation to the cabinet?A. front-left
B. above-right
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. back-left,A. front-left,False
308,"Where is the clothes in relation to the bag?A. left
B. back-down
C. above
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,D. back-up,False
309,"Where is the chair located compared to the books from the camera's perspective?A. back
B. front-right
C. down-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down-left,C. down-left,True
310,"Where is the nightstand in relation to the cabinet?A. down-right
B. back-up
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front-left,D. front-left,True
311,"How is the clothes positioned with respect to the bag in the red bounding box?A. right
B. front-down
C. front-right
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. back-up,D. back-up,True
312,"How is the clothes positioned with respect to the bag in the red bounding box?A. front-right
B. down-right
C. above
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. above,C. above,True
313,"Can you describe the position of the clothes relative to the bag?A. front-down
B. above
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above,B. above,True
314,"Could you tell me the location of the table in comparison to the chair in the red bounding box?A. right
B. front-down
C. back-down
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
315,"Could you tell me the location of the nightstand in comparison to the cabinet in the red bounding box?A. left
B. back
C. down-right
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
316,"When positioned at nightstand facing table, where can you find books?A. front
B. back-right
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front,A. front,True
317,"When positioned at cabinet facing picture, where can you find books?A. back-right
B. right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
318,"If you stand at nightstand facing picture, where is books?A. front-left
B. back
C. back-right
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-left,A. front-left,True
319,"If you stand at bed facing chair, where is books?A. back
B. front
C. back-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
320,"When positioned at toilet facing chair, where can you find books?A. front
B. back-left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. right,A. front,False
321,"When positioned at nightstand facing chair, where can you find picture?A. left
B. back
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
322,"If you stand at table facing chair, where is books?A. front
B. back-left
C. right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front,A. front,True
323,"Taking the camera lens as the front, what direction is the man sitting on the elephant in the red bounding box looking toward?A. front-left
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
324,"Suppose you are in the man sitting on the elephant’s position, what direction are you facing?A. left
B. back-left
C. front
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front,C. front,True
325,"From the perspective of the man sitting on the elephant in the red bounding box, where is the man in the river?A. back
B. left
C. front
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. left,B. left,True
326,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. front
B. front-right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
327,"As the man in the red bounding box in the photo, in which direction are you facing?A. left
B. front-left
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
328,"Which hand is the man holding the cup with?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
329,"Where is the cabinet in relation to the table?A. down-right
B. right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,C. back-left,False
330,"Could you tell me the location of the cabinet in comparison to the chair in the red bounding box?A. front-right
B. above
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,C. front-left,False
331,"Could you tell me the location of the chair in comparison to the shelves?A. right
B. back-left
C. above-left
D. back-up
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
332,"Where is the chair located compared to the shelves from the camera's perspective?A. left
B. front
C. down
D. front-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
333,"Where is the cabinet in relation to the chair?A. front-right
B. back-left
C. down-left
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. back-left,D. front-left,False
334,"Imagine standing at shelves looking towards whiteboard, where is lamp?A. back-left
B. back
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
335,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. back
B. back-right
C. left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
336,"Imagine you're the man in the red bounding box in this image — which direction are you facing?A. back-right
B. left
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-right,C. front-right,True
337,"Taking the camera's viewpoint as the front, which way is the man in the red bounding box facing in the image?A. front
B. front-left
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
338,"Suppose you are in the man’s position, what direction are you facing?A. front
B. right
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
339,"Taking the camera's viewpoint as the front, which way is the man in the red bounding box facing in the image?A. front
B. front-right
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back-left,D. back-left,True
340,"Imagine you're the man in the red bounding box in this image — which direction are you facing?A. left
B. front
C. back
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
341,"Which hand does this man use to hold the racket?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
342,"Taking the camera's viewpoint as the front, which way is the man in the red bounding box in white clothes facing in the image?A. right
B. back-right
C. front-left
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,D. back-left,False
343,"Imagine you're the man in the red bounding box in white clothes in this image — which direction are you facing?A. back-right
B. back
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,D. front-right,True
344,"From the perspective of the man in white clothes in the red bounding box, where is the man in blue-green clothes who is bending over?A. front
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front-left,D. back-right,False
345,"Could you tell me the location of the bed in comparison to the table in the red bounding box?A. back-left
B. front-down
C. front
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. right,D. right,True
346,"How is the bed positioned with respect to the table in the red bounding box?A. left
B. down-left
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. front,C. back-right,False
347,"Where is the picture in relation to the mirror?A. front
B. back-down
C. left
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
348,"Can you describe the position of the table relative to the mirror?A. right
B. above
C. above-left
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
349,"If you're looking at the mirror, where would you find the bed?A. front-left
B. down
C. above
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,D. right,False
350,"Imagine standing at bed looking towards table, where is mirror?A. back-right
B. right
C. back-left
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-left,D. front-left,True
351,"Taking the camera lens as the front, what direction is the girl in the red bounding box looking toward?A. front-right
B. right
C. front
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
352,"As the girl in the red bounding box in the photo, in which direction are you facing?A. front
B. back
C. left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
353,"From the girl in the red bounding box's perspective, where is the potted plant positioned?A. back-left
B. back-right
C. front
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. back-right,B. back-right,True
354,"Can you describe the position of the table relative to the bag?A. back-right
B. back-down
C. above-right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back-right,A. back-right,True
355,"Can you describe the position of the bag relative to the picture?A. back-left
B. above
C. front-right
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,D. down-right,False
356,"If you're looking at the table, where would you find the chair?A. front-down
B. above
C. back-up
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
357,"If you're looking at the picture, where would you find the bag?A. down-left
B. down-right
C. above
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down-left,B. down-right,False
358,"Can you describe the position of the table relative to the bag?A. back
B. front-up
C. right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. right,C. right,True
359,"How is the cabinet positioned with respect to the counter?A. front-left
B. back-up
C. down
D. back-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. down,C. down,True
360,"Could you tell me the location of the table in comparison to the bag in the red bounding box?A. down
B. front
C. back-up
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,D. right,False
361,"If you stand at picture facing door, where is counter?A. front
B. back
C. right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. right,C. right,True
362,"Standing at window, gazing at cabinet, where should bag be?A. back-right
B. back-left
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
363,"When positioned at cabinet facing bag, where can you find counter?A. back
B. left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,A. back,False
364,"Imagine standing at window looking towards picture, where is counter?A. front-left
B. back-right
C. front-right
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-right,B. back-right,False
365,"Standing at cabinet, gazing at door, where should counter be?A. back-right
B. back-left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,D. front,True
366,"If you stand at window facing bag, where is counter?A. left
B. front-right
C. back-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
367,"Standing at cabinet, gazing at picture, where should door be?A. front-right
B. back
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,A. front-right,True
368,"When positioned at table facing window, where can you find whiteboard?A. back-left
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
369,"Taking the camera lens as the front, what direction is the man in the red bounding box in white clothes looking toward?A. front-right
B. left
C. front
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,B. left,False
370,"Imagine you're the man in the red bounding box in white clothes in this image — which direction are you facing?A. front
B. back-right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,C. left,False
371,"From the perspective of the man in white clothes in the red bounding box, where is the man in blue clothes?A. front-left
B. back
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-right,D. front-right,True
372,"Taking the camera lens as the front, what direction is the man in the red bounding box looking toward?A. left
B. right
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. left,A. left,True
373,"Suppose you are in the man’s position, what direction are you facing?A. front
B. back-left
C. right
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front,A. front,True
374,"From this man in the red bounding box's perspective, where is the laptop positioned?A. back-right
B. back
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
375,"With the camera's viewpoint as the front, which direction is the horse in the red bounding box facing in the image?A. back-left
B. left
C. back-right
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,C. back-right,False
376,"As the horse in the red bounding box in the photo, in which direction are you facing?A. left
B. front
C. back
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
377,"From this perspective of the horse, where is the trolley located?A. back
B. left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-right,A. back,False
378,"From the perspective of this cat in the red bounding box, where is the TV positioned?A. back-right
B. left
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
379,"With the camera's viewpoint as the front, which direction is the rooster in the red bounding box facing in the image?A. front-right
B. right
C. left
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. left,C. left,True
380,"Picture yourself as the rooster; which way are you in the red bounding box looking in the scene?A. back-right
B. front
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
381,"From the perspective of the rooster, where is the sea?A. front
B. right
C. left
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
382,"Taking the camera lens as the front, what direction is the man in the red bounding box in black looking toward?A. back-left
B. left
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. right,C. right,True
383,"Suppose you are in the man in black’s position, what direction are you facing?A. back
B. back-left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,C. front-left,False
384,"From the perspective of the man in black in the red bounding box, in which direction is the man in red?A. back-left
B. front-right
C. back-right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front-left,C. back-right,False
385,"Considering the camera's perspective as the front, what direction is the woman in the red bounding box facing within the picture?A. front-left
B. back-left
C. back-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back-right,C. back-right,True
386,"Imagine you're the woman in the red bounding box in this image — which direction are you facing?A. front-right
B. back-left
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front-right,A. front-right,True
387,"Which hand is this woman using to hold the hot dog?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,B. right,True
388,"How is the pillow positioned with respect to the shelves in the red bounding box?A. back-right
B. back-down
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. left,C. left,True
389,"Where is the desk in relation to the lamp?A. back-left
B. back-right
C. front-right
D. down-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. front-right,C. front-right,True
390,"How is the chair positioned with respect to the pillow in the red bounding box?A. right
B. back
C. down
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. right,A. right,True
391,"Could you tell me the location of the desk in comparison to the shelves in the red bounding box?A. above-left
B. down
C. above-right
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,B. down,True
392,"If you stand at desk facing pillow, where is box?A. left
B. right
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. right,A. left,False
393,"Imagine standing at desk looking towards lamp, where is box?A. right
B. back
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. left,C. left,True
394,"When positioned at sofa facing desk, where can you find lamp?A. left
B. right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,D. front,True
395,"If you stand at shelves facing lamp, where is box?A. front-right
B. right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,C. front-left,True
396,"Standing at desk, gazing at pillow, where should shelves be?A. back-left
B. front-right
C. front-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
397,"Standing at pillow, gazing at lamp, where should box be?A. back-left
B. right
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front,B. right,False
398,"Imagine standing at sofa looking towards pillow, where is lamp?A. left
B. back-left
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
399,"With the camera's viewpoint as the front, which direction is the woman in the red bounding box in red clothes facing in the image?A. back-left
B. back-right
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-right,C. front-right,False
400,"Imagine you're the woman in the red bounding box in red clothes in this image — which direction are you facing?A. back-left
B. front-right
C. right
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front-right,D. front-left,False
401,"From the perspective of the woman in red clothes in the red bounding box, where is the man in green clothes located?A. back-right
B. left
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. left,B. left,True
402,"Considering the camera's perspective as the front, what direction is the woman in the red bounding box facing within the picture?A. right
B. back-left
C. front-right
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. right,B. back-left,False
403,"Imagine you're the woman in the red bounding box in this image — which direction are you facing?A. back
B. back-right
C. front-left
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
404,"Taking the camera lens as the front, what direction is the man in the red bounding box in white clothes who is not wearing a hat looking toward?A. left
B. front-right
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
405,"Picture yourself as the man in the red bounding box in white clothes who is not wearing a hat; which way are you looking in the scene?A. right
B. front
C. back-left
D. back-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
406,"From the perspective of this man in white clothes who is not wearing a hat in the red bounding box, where is the clock located?A. back
B. back-right
C. front
D. back-left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,C. front,C. front,True
407,"Considering the camera's perspective as the front, what direction is the boy facing within the picture?A. left
B. front
C. back
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
408,"As the boy in the red bounding box in the photo, in which direction are you facing?A. left
B. back-right
C. back-left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
409,"From this boy in the red bounding box's perspective, where is the cat?A. back-left
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. front,D. front,True
410,"Taking the camera's viewpoint as the front, which way is the man in the red bounding box facing in the image?A. right
B. front
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,D. back,True
411,"Suppose you are in the man’s position, what direction are you facing?A. front-right
B. left
C. back
D. front-left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,A. front-right,A. front-right,True
412,"From this man in the red bounding box's perspective, in which direction is the woman beside him?A. front
B. left
C. right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. left,B. left,True
413,"Imagine standing at table looking towards door, where is window?A. front-left
B. back
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. back,B. back,True
414,"Considering the camera's perspective as the front, what direction is the cow in the red bounding box facing within the picture?A. front
B. right
C. back
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,C. back,C. back,True
415,"Suppose you are in the cow’s position, what direction are you facing?A. front-right
B. right
C. left
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. left,C. left,True
416,"Taking the camera lens as the front, what direction is the giraffe in the red bounding box looking toward?A. front-right
B. right
C. left
D. back
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,D. back,C. left,False
417,"Imagine you're the giraffe in the red bounding box in this image — which direction are you facing?A. back-left
B. left
C. back
D. front
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front,D. front,True
418,"How is the box positioned with respect to the table in the red bounding box?A. front-right
B. front
C. front-up
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
419,"Could you tell me the location of the window in comparison to the bag in the red bounding box?A. back-left
B. front-up
C. back-up
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. back-left,B. front-up,False
420,"Could you tell me the location of the table in comparison to the bag in the red bounding box?A. left
B. back-down
C. above
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
421,"How is the table positioned with respect to the pillow?A. front-left
B. back-down
C. front-down
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. front-left,B. back-down,False
422,"If you're looking at the box, where would you find the shelves?A. left
B. front
C. back-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. left,A. left,True
423,"If you're looking at the table, where would you find the box?A. right
B. back-up
C. front-right
D. left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. left,D. left,True
424,"Can you describe the position of the pillow relative to the sofa?A. down
B. front-right
C. front
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,A. down,A. down,True
425,"How is the door positioned with respect to the picture in the red bounding box?A. front-left
B. down-left
C. back-right
D. back-down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,C. back-right,A. front-left,False
426,"If you're looking at the picture, where would you find the door?A. front-left
B. down
C. back-up
D. above-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. down,A. front-left,False
427,"Could you tell me the location of the sofa in comparison to the box in the red bounding box?A. back-up
B. right
C. front-left
D. above
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. right,B. right,True
428,"How is the person positioned with respect to the chair in the red bounding box?A. back-left
B. back-right
C. front-up
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. back-right,B. back-right,True
429,"How is the table positioned with respect to the pillow in the red bounding box?A. back
B. left
C. down-right
D. right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. left,A. back,False
430,"When positioned at door facing curtain, where can you find box?A. front-right
B. back-left
C. front-left
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. front-right,A. front-right,True
431,"When positioned at door facing picture, where can you find box?A. back-left
B. front-right
C. left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-right,B. front-right,True
432,"Imagine standing at picture looking towards curtain, where is chair?A. left
B. back-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,D. front-right,D. front-right,True
433,"Standing at picture, gazing at curtain, where should box be?A. left
B. back-left
C. back-right
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,A. left,D. front-right,False
434,"If you stand at picture facing curtain, where is bookshelf?A. back-right
B. front-left
C. left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front-left,D. front-right,False
435,"Imagine standing at door looking towards picture, where is curtain?A. back-left
B. front
C. back
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,B. front,B. front,True
436,"Standing at door, gazing at picture, where should chair be?A. back-left
B. back-right
C. front-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Scene Simulation Relative Direction,C. front-left,D. front-right,False
437,"Taking the camera lens as the front, what direction is the woman in the red bounding box looking toward?A. front-right
B. back-left
C. front
D. front-left
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. back-left,B. back-left,True
438,"Suppose you are in the woman’s position, what direction are you facing?A. back-left
B. back-right
C. front-left
D. back
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. front-left,C. front-left,True
439,"Which hand does the woman use to hold the tennis racket?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
440,"Taking the camera lens as the front, what direction is the white sheep in the red bounding box looking toward?A. back-right
B. left
C. front
D. front-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,A. back-right,False
441,"Picture yourself as the white sheep; which way are you in the red bounding box looking in the scene?A. back
B. front-left
C. back-left
D. front-right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,D. front-right,B. front-left,False
442,"From the perspective of the white sheep in the red bounding box, where is the black sheep beside it?A. back
B. front-right
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,D. left,D. left,True
443,"Taking the camera lens as the front, what direction is the boy in the red bounding box looking toward?A. back-left
B. front-right
C. front-left
D. front
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,A. back-left,A. back-left,True
444,"As the boy in the red bounding box in the photo, in which direction are you facing?A. back-left
B. front
C. back
D. right
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,B. front,B. front,True
445,"Which hand does this boy use to hold the remote control?A. left
B. right
Reply only to the corresponding option.
Answer:",Person perspective - Relative Direction,B. right,A. left,False
446,"With the camera's viewpoint as the front, which direction is the man in the red bounding box facing in the image?A. back
B. left
C. right
D. back-right
Reply only to the corresponding option.
Answer:",Camera perspective - Object View Orientation,B. left,B. left,True
447,"Suppose you are in the man’s position, what direction are you facing?A. front-left
B. back
C. right
D. left
Reply only to the corresponding option.
Answer:",Person perspective - Object View Orientation,C. right,C. right,True
448,"If you're looking at the counter, where would you find the cabinet?A. back
B. back-right
C. right
D. down
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,D. down,D. down,True
449,"Could you tell me the location of the cabinet in comparison to the refrigerator in the red bounding box?A. back-down
B. above-left
C. left
D. down-right
Reply only to the corresponding option.
Answer:",Camera perspective - Relative Direction,B. above-left,A. back-down,False
